sample	samples	sample_type	TP53	BRCA1	SFRS2	ATF4	SLC7A11	WT1	PBRM1	BAP1	CDH1	CIC	RB1	STK11	SMAD4	NF1
TCGA-EW-A1J2-01	TCGA-EW-A1J2-01	Primary Tumor	0.02261	0.09171	-0.5131	-0.8163	-0.9738	0.3067	0.9414	-0.02932	-0.6503	-0.001959	0.5964	9.637	0.5508	1.182
TCGA-A8-A08O-01	TCGA-A8-A08O-01	Primary Tumor	-0.02539	1.063	-0.5078	-0.5982	-0.6963	-1.447	0.9967	0.1077	2.062	-0.05556	0.1416	9.106	0.5028	1.133
TCGA-A8-A079-01	TCGA-A8-A079-01	Primary Tumor	-0.02569	0.9646	0.2678	0.7785	2.894	0.137	0.5748	0.1027	1.065	-0.3318	-1.026	9.073	-0.2274	0.01926
TCGA-A8-A09M-01	TCGA-A8-A09M-01	Primary Tumor	-0.02569	0.7343	0.2608	-0.3321	-0.2706	-2.206	-0.3558	-0.7093	1.716	-0.6028	-0.4291	9.647	-0.1296	0.1488
TCGA-BH-A0HW-01	TCGA-BH-A0HW-01	Primary Tumor	-0.02599	1.554	0.1152	0.45	1.048	-2.879	0.4971	0.6936	2.575	-0.2947	-0.182	9.577	0.4654	1.496
TCGA-B6-A408-01	TCGA-B6-A408-01	Primary Tumor	-0.02669	-0.2183	0.153	-0.05025	-0.8849	0.4772	0.2878	0.235	1.115	0.1484	-1.156	10.84	0.3298	-0.3728
TCGA-AN-A0FS-01	TCGA-AN-A0FS-01	Primary Tumor	-0.02769	0.2033	-0.2816	-0.7487	-1.095	-2.438	0.6533	-0.1995	0.7845	-0.4351	0.2116	9.673	0.6215	0.5497
TCGA-B6-A0IN-01	TCGA-B6-A0IN-01	Primary Tumor	-0.04979	-0.8439	-0.5287	-0.4558	-2.897	-1.725	0.0175	0.1254	2.528	0.01974	0.1383	9.862	-0.3941	-0.4827
TCGA-AN-A0FZ-01	TCGA-AN-A0FZ-01	Primary Tumor	-0.05229	0.62	0.101	-1.024	-3.553	-2.079	0.3169	-0.6936	3.797	-0.726	0.3525	9.842	-0.4469	0.76
TCGA-E2-A1IP-01	TCGA-E2-A1IP-01	Primary Tumor	-0.05549	1.115	-0.2657	0.6567	-0.7366	0.6757	-0.3701	-0.3636	2.433	-0.1854	-1.437	9.752	-0.1979	-0.9237
TCGA-BH-A1EN-01	TCGA-BH-A1EN-01	Primary Tumor	-0.06069	0.1277	-0.6899	0.2635	-3.192	1.939	0.5101	-0.2995	1.204	-0.647	-0.219	7.302	-0.2721	-1.162
TCGA-A8-A085-01	TCGA-A8-A085-01	Primary Tumor	-0.08429	1.658	0.3708	-1.441	-1.562	-1.121	0.4516	0.3618	3.274	-0.06146	-1.141	9.035	0.1957	0.5518
TCGA-E2-A3DX-01	TCGA-E2-A3DX-01	Primary Tumor	-0.08549	0.009915	-0.1664	0.06195	-0.9178	0.468	0.6271	0.06598	-0.5182	0.5731	0.2381	10.24	0.09322	0.5284
TCGA-A8-A09R-01	TCGA-A8-A09R-01	Primary Tumor	-0.1064	1.602	-0.1805	-0.8913	-0.08456	0.8918	1.106	0.1625	2.796	0.07114	0.4529	9.628	0.3774	1.777
TCGA-A2-A0D4-01	TCGA-A2-A0D4-01	Primary Tumor	-0.1156	1.773	0.3397	0.3412	-3.296	-2.913	-0.012	-0.7252	2.891	-0.2598	-2.505	9.741	-0.02608	-0.06894
TCGA-BH-A0DS-01	TCGA-BH-A0DS-01	Primary Tumor	-0.1159	-1.204	-0.4348	-0.5122	-1.145	1.548	0.2549	-0.2268	0.5803	-0.4804	0.1614	10.07	0.5512	-0.1426
TCGA-A8-A08H-01	TCGA-A8-A08H-01	Primary Tumor	-0.12	0.88	-0.2753	-0.2645	0.1936	1.468	0.6664	-0.06242	-0.552	-0.1893	0.9915	9.705	-0.03058	0.2311
TCGA-BH-A0E7-01	TCGA-BH-A0E7-01	Primary Tumor	-0.1247	0.1225	-0.5668	-0.8626	-3.971	-0.3798	0.7828	-0.2292	2.702	-1.002	-0.3051	9.509	0.309	0.5417
TCGA-AQ-A04L-01	TCGA-AQ-A04L-01	Primary Tumor	-0.1313	-0.771	0.104	0.2444	-2.914	1.568	-0.4026	-0.4364	2.578	-1.451	-0.5813	9.686	-0.827	-0.05304
TCGA-AC-A2QI-01	TCGA-AC-A2QI-01	Primary Tumor	-0.1445	-0.4051	0.04716	-0.5151	-3.492	0.268	0.3132	0.3091	-0.2238	0.4946	0.3654	10.71	0.2356	0.2282
TCGA-AN-A03X-01	TCGA-AN-A03X-01	Primary Tumor	-0.1516	-1.005	-0.5336	-0.7258	-2.097	3.222	0.507	-0.7637	1.246	-0.02606	-0.6106	8.937	-1.038	0.05176
TCGA-A8-A091-01	TCGA-A8-A091-01	Primary Tumor	-0.1549	0.6349	-0.2144	-0.5116	-0.00306	-1.813	1.26	0.1648	2.065	0.07954	0.295	9.939	0.8196	1.195
TCGA-BH-A0B1-01	TCGA-BH-A0B1-01	Primary Tumor	-0.1563	1.271	-0.08424	-0.4742	0.5754	1.245	0.8998	-0.3992	2.369	-0.4654	0.4405	9.222	-0.09018	0.7666
TCGA-A8-A0A4-01	TCGA-A8-A0A4-01	Primary Tumor	-0.1585	1.118	-0.1566	-0.3182	-1.008	3.336	0.7807	0.3208	0.1655	0.5545	0.1886	10.65	0.2162	0.6049
TCGA-D8-A1JA-01	TCGA-D8-A1JA-01	Primary Tumor	-0.1591	-0.5564	-0.3558	-0.5338	1.023	-2.908	1.024	-1.274	3.506	-1.069	0.5837	7.574	-1.052	1.633
TCGA-A8-A08J-01	TCGA-A8-A08J-01	Primary Tumor	-0.1702	0.4584	-0.07424	-0.1376	-1.155	0.8312	0.4988	0.1396	2.621	-0.2525	0.7846	9.203	0.08322	0.07196
TCGA-EW-A3U0-01	TCGA-EW-A3U0-01	Primary Tumor	-0.1752	0.2052	0.726	-0.1199	-1.535	2.623	0.2396	-0.3828	0.5654	0.01764	-1.289	10.09	-0.02698	-0.3192
TCGA-A8-A093-01	TCGA-A8-A093-01	Primary Tumor	-0.1765	0.811	-0.6144	-0.9751	-1.825	-2.046	1.105	0.1098	1.981	0.1347	0.2015	10.07	0.3153	0.9293
TCGA-E2-A106-01	TCGA-E2-A106-01	Primary Tumor	-0.1852	0.2606	-0.06014	-0.7871	-2.89	-3.254	0.5421	-0.05202	3.5	-0.003959	-0.1965	9.95	0.1528	0.6093
TCGA-BH-A0B2-01	TCGA-BH-A0B2-01	Primary Tumor	-0.1967	-0.08519	-0.5459	0.2271	-0.8835	1.869	0.3822	0.01868	-2.177	-0.08696	0.4762	10.67	0.04842	0.4087
TCGA-EW-A3E8-01	TCGA-EW-A3E8-01	Primary Tumor	-0.198	-0.1625	0.3654	0.4559	-1.649	2.345	-0.338	-0.4314	1.247	0.1747	-0.1889	10.8	-0.1627	-0.1269
TCGA-E9-A3Q9-01	TCGA-E9-A3Q9-01	Primary Tumor	-0.1987	-0.4306	-0.4813	0.05285	1.201	-3.254	0.3165	-0.4959	1.427	-0.1091	0.8018	10.06	0.5402	0.2152
TCGA-A8-A08F-01	TCGA-A8-A08F-01	Primary Tumor	-0.1994	-1.716	0.2146	-0.4708	-0.6101	-0.3709	0.9765	0.4386	2.945	-0.4907	-1.259	9.321	-0.6728	-1.267
TCGA-A2-A0CO-01	TCGA-A2-A0CO-01	Primary Tumor	-0.2015	-0.8535	0.04186	-0.04745	-1.997	-0.3117	0.2319	0.2393	-1.452	0.9049	-0.3883	10.83	-0.03708	0.02536
TCGA-AO-A03T-01	TCGA-AO-A03T-01	Primary Tumor	-0.2111	-0.09179	0.07906	0.6014	-1.077	-2.655	-1.344	-0.6079	2.799	-0.6835	-0.2823	9.837	-0.2406	-0.6226
TCGA-A8-A09A-01	TCGA-A8-A09A-01	Primary Tumor	-0.2301	0.7247	-0.5288	-0.2699	-0.4636	-0.469	0.7311	-0.6156	3.445	-0.4217	0.313	9.081	-0.08288	1.056
TCGA-A7-A0CD-01	TCGA-A7-A0CD-01	Primary Tumor	-0.2426	1.823	0.001859	-0.4068	-1.588	-1.287	0.6919	-0.01642	2.444	-0.1621	0.1507	9.924	0.8924	1.402
TCGA-A8-A0A6-01	TCGA-A8-A0A6-01	Primary Tumor	-0.2759	-0.2193	-0.2583	-0.211	0.254	-1.014	0.8432	-0.2649	0.6934	-0.3901	0.817	9.646	0.4506	0.6345
TCGA-BH-A0H0-01	TCGA-BH-A0H0-01	Primary Tumor	-0.2761	1.61	0.6196	0.02615	-1.505	-2.91	0.6043	-0.2201	3.266	0.2967	-0.2406	9.582	0.8008	-0.4068
TCGA-A7-A3IZ-01	TCGA-A7-A3IZ-01	Primary Tumor	-0.2769	0.9752	-0.1619	-0.3708	1.336	-1.825	1.127	0.2038	-2.462	0.573	0.09775	10.27	0.3683	1.214
TCGA-A8-A07P-01	TCGA-A8-A07P-01	Primary Tumor	-0.2885	0.6057	-0.4364	-0.3375	-1.861	-0.7962	0.5421	-0.08882	2.186	-0.5564	0.06535	9.29	-1.235	-0.09284
TCGA-AO-A0JB-01	TCGA-AO-A0JB-01	Primary Tumor	-0.3135	-3.055	0.02996	0.7898	-0.1775	-2.01	-1.415	-0.4825	0.9915	0.2779	-0.4217	10.73	-0.9922	-1.474
TCGA-A2-A4S0-01	TCGA-A2-A4S0-01	Primary Tumor	-0.3506	0.005715	-0.5883	-0.08845	0.02684	7.412	0.4519	0.1462	1.915	0.6244	-0.1076	10.34	-0.06628	0.5383
TCGA-A8-A07U-01	TCGA-A8-A07U-01	Primary Tumor	-0.3626	0.8461	-0.2537	0.05435	0.6016	3.107	0.4648	-0.6199	2.795	-0.8031	-0.459	9.54	-0.2036	-0.08204
TCGA-E9-A5UP-01	TCGA-E9-A5UP-01	Primary Tumor	-0.3664	-0.04019	0.09896	-0.02965	-0.1229	-2.769	-0.2939	0.4975	1.668	0.3986	-1.085	10.46	0.09862	1.035
TCGA-BH-A0HL-01	TCGA-BH-A0HL-01	Primary Tumor	-0.3681	1.231	-0.706	-0.1202	-1.429	-1.149	1.09	0.2321	2.926	0.8054	-0.5124	9.926	0.3775	0.6281
TCGA-A8-A06X-01	TCGA-A8-A06X-01	Primary Tumor	-0.3724	0.2191	0.03936	0.1165	1.028	0.6446	0.1366	-0.6773	2.46	-0.5624	-0.201	9.54	-0.2176	-0.4825
TCGA-A2-A1G4-01	TCGA-A2-A1G4-01	Primary Tumor	-0.3737	1.894	-0.1	-0.3352	1.034	8.079	1.25	0.1013	1.712	-0.4567	0.6425	9.451	0.5689	1.224
TCGA-AC-A3TN-01	TCGA-AC-A3TN-01	Primary Tumor	-0.4361	-0.5066	0.08996	0.2023	-3.005	-1.006	-0.0982	0.3012	-2.912	0.2793	-1.073	11.24	-0.3437	-0.8175
TCGA-A2-A0CU-01	TCGA-A2-A0CU-01	Primary Tumor	-0.4531	1.387	-0.3124	-1.246	1.314	-0.6774	0.8329	-0.03962	4.267	-0.07266	0.3854	10.04	-0.1455	1.289
TCGA-B6-A0I8-01	TCGA-B6-A0I8-01	Primary Tumor	-0.461	0.173	-0.4343	0.02645	-2.665	-1.445	0.2635	-0.5832	2.758	-0.6661	-0.4139	9.077	0.2219	0.684
TCGA-A8-A0AD-01	TCGA-A8-A0AD-01	Primary Tumor	-0.4739	0.6614	-0.21	-0.4517	1.119	1.111	0.7541	-0.1026	1.318	-0.1612	0.3842	10.16	0.3291	-0.3066
TCGA-A2-A0CT-01	TCGA-A2-A0CT-01	Primary Tumor	-0.5128	1.471	-0.1588	-1.387	-0.6958	0.09649	0.0576	-0.8586	3.067	-1.017	0.2026	9.641	0.3052	0.893
TCGA-A8-A08G-01	TCGA-A8-A08G-01	Primary Tumor	-0.5128	1.265	-0.1627	-0.3552	-0.1708	0.4354	0.787	0.3255	2.703	0.1038	0.5229	10.44	0.4026	1.09
TCGA-A2-A0ER-01	TCGA-A2-A0ER-01	Primary Tumor	-0.524	1.145	-0.284	-0.2704	-1.394	-1.361	1.227	0.1205	2.964	-0.9955	0.6911	9.382	0.4288	1.113
TCGA-A8-A0A2-01	TCGA-A8-A0A2-01	Primary Tumor	-0.5652	0.03811	-0.03614	-0.3198	-2.511	-0.9801	0.9009	0.01638	1.59	-0.2129	0.1349	9.467	0.4405	0.6234
TCGA-A2-A04Q-01	TCGA-A2-A04Q-01	Primary Tumor	-0.572	0.2777	0.1718	0.1444	-0.1513	2.486	-0.0341	-0.236	1.955	-0.3565	-0.2076	9.715	-0.5568	-1.085
TCGA-B6-A1KF-01	TCGA-B6-A1KF-01	Primary Tumor	-0.6113	0.4089	-0.07174	-0.113	-1.772	5.251	0.9439	-0.08862	3.004	-1.314	0.3718	8.866	-0.1256	0.1856
TCGA-E9-A54X-01	TCGA-E9-A54X-01	Primary Tumor	-0.6189	-0.1734	0.07646	0.01855	0.3662	7.56	0.115	-0.19	2.546	-0.2296	-0.003345	10.16	-0.2916	0.05386
TCGA-A7-A4SB-01	TCGA-A7-A4SB-01	Primary Tumor	-0.638	0.3712	0.5503	-0.7587	-0.8903	-0.3836	0.3232	0.3613	-0.5448	-0.149	-0.06495	10.42	-0.1647	0.1782
TCGA-JL-A3YW-01	TCGA-JL-A3YW-01	Primary Tumor	-0.6585	0.4742	-0.002441	0.7517	-0.7435	1.899	-0.4652	0.05608	1.424	-0.1697	-1.284	10.17	-0.8005	-0.9764
TCGA-E2-A14S-01	TCGA-E2-A14S-01	Primary Tumor	-0.6906	1.023	0.1125	0.8437	0.5007	-2.863	0.4902	-0.07622	1.711	-0.2961	0.7134	9.944	-0.1473	0.4666
TCGA-B6-A0RE-01	TCGA-B6-A0RE-01	Primary Tumor	-0.6922	-0.07299	0.1453	0.04155	-0.03806	0.5659	0.4716	0.3233	1.804	-0.687	-1.51	10.28	-0.2601	-0.4391
TCGA-AO-A03L-01	TCGA-AO-A03L-01	Primary Tumor	-0.7122	0.6503	0.3615	0.2772	-1.291	-2.038	0.383	-0.8386	2.837	-0.6788	0.03265	10.51	-0.9563	-0.1007
TCGA-A8-A06N-01	TCGA-A8-A06N-01	Primary Tumor	-0.776	1.061	0.4236	-0.1483	1.683	-3.254	0.9081	-0.2823	2.822	-0.5044	-0.4786	9.818	0.3089	1.461
TCGA-A8-A090-01	TCGA-A8-A090-01	Primary Tumor	-0.8008	2.091	-0.2844	-0.576	2.458	-1.549	0.8235	0.02768	1.188	-0.3768	-0.08665	9.472	0.06932	0.9177
TCGA-A8-A097-01	TCGA-A8-A097-01	Primary Tumor	-0.8116	1.908	-0.04494	-0.3447	-0.1809	1.59	0.4189	0.3061	1.808	-0.1491	0.3771	8.962	0.09542	1.725
TCGA-B6-A0IQ-01	TCGA-B6-A0IQ-01	Primary Tumor	-0.8368	0.5628	0.5379	0.5336	-0.5681	2.121	0.1853	-0.1127	0.6948	-0.07996	-3.175	9.84	0.6008	-0.3875
TCGA-A2-A3XY-01	TCGA-A2-A3XY-01	Primary Tumor	-0.9099	-0.07189	0.475	0.8172	0.3081	1.084	0.4057	0.3469	1.404	0.7877	-0.2554	10.42	0.1129	-0.8883
TCGA-AQ-A54N-01	TCGA-AQ-A54N-01	Primary Tumor	-0.9178	-0.8928	-0.5331	0.5245	-1.885	-3.254	-0.9239	-0.424	0.6416	-0.3196	-2.202	9.918	-0.2758	-1.585
TCGA-B6-A0IE-01	TCGA-B6-A0IE-01	Primary Tumor	-0.9212	-1.375	0.3178	1.68	-0.2346	-2.835	-1.116	-0.8709	3.702	-0.8227	-0.8732	10.34	-0.5839	-0.6747
TCGA-A2-A0D2-01	TCGA-A2-A0D2-01	Primary Tumor	-0.9411	-1.798	0.08006	1.246	1.634	1.37	-0.0212	0.1262	1.518	-0.1148	-1.062	9.585	0.4457	-0.2503
TCGA-A8-A07G-01	TCGA-A8-A07G-01	Primary Tumor	-1.074	0.2959	-0.3343	-0.2342	0.5672	1.711	0.2156	-0.56	2.128	-0.6739	0.4988	9.337	-0.1777	1.137
TCGA-AN-A0FD-01	TCGA-AN-A0FD-01	Primary Tumor	-1.099	-0.8605	-0.2356	0.1334	-2.063	-1.727	0.3584	-0.1048	2.969	-0.421	0.3645	9.675	0.4746	0.4191
TCGA-LL-A442-01	TCGA-LL-A442-01	Primary Tumor	-1.126	1.327	-0.2346	-0.02585	0.9326	-3.254	0.8876	-0.03752	2.394	0.2855	0.319	10.96	0.3	0.3008
TCGA-AO-A0JL-01	TCGA-AO-A0JL-01	Primary Tumor	-1.142	-1.62	0.03596	0.05125	-0.9526	5.926	-0.1712	-0.07222	1.806	-1.369	-0.2716	10.78	-0.2816	-0.1974
TCGA-A2-A0D1-01	TCGA-A2-A0D1-01	Primary Tumor	-1.186	-0.03879	0.09376	0.4034	-1.952	0.2522	0.3303	-0.5119	2.973	-1.035	-0.9454	10.86	-0.4586	-0.9352
TCGA-A1-A0SQ-01	TCGA-A1-A0SQ-01	Primary Tumor	-1.19	0.9263	-0.3421	-0.5424	-2.224	-1.66	0.6976	-0.1562	3.569	-0.6272	0.07025	10.11	-0.113	0.4128
TCGA-A8-A08R-01	TCGA-A8-A08R-01	Primary Tumor	-1.197	1.963	-0.06474	0.8445	-0.3879	-1.03	0.7558	-0.1383	1.919	-0.6633	0.1107	9.281	-0.2906	0.8209
TCGA-A8-A09Q-01	TCGA-A8-A09Q-01	Primary Tumor	-1.197	0.8028	-0.2698	-0.5468	-1.295	-0.6135	1.792	0.3841	1.165	-0.5784	0.05545	9.397	-0.6037	0.1769
TCGA-BH-A0E6-01	TCGA-BH-A0E6-01	Primary Tumor	-1.32	0.07611	-0.07594	0.04125	-1.937	1.434	-0.2063	0.1497	1.034	-0.4014	-2.158	9.82	-0.376	-0.7492
TCGA-A2-A3XS-01	TCGA-A2-A3XS-01	Primary Tumor	-1.326	0.3914	0.305	1.107	0.8291	1.48	0.0159	0.06998	1.312	0.46	-1.745	10.19	0.1636	-0.7066
TCGA-B6-A400-01	TCGA-B6-A400-01	Primary Tumor	-1.334	0.3271	0.8331	0.7264	0.4669	0.1999	-0.0968	0.05098	1.016	0.9027	-1.943	10.44	0.2962	-0.3202
TCGA-AN-A0AJ-01	TCGA-AN-A0AJ-01	Primary Tumor	-1.349	1.63	0.5768	0.3623	-0.9923	5.224	0.9149	-0.1953	2.254	-0.5796	0.1036	9.649	0.2261	0.4343
TCGA-A2-A04P-01	TCGA-A2-A04P-01	Primary Tumor	-1.395	-3.356	1.078	0.7985	-0.6364	-0.6244	-0.5915	-0.2269	-0.2366	-0.3835	-1.326	9.63	-1.106	-1.135
TCGA-EW-A1OW-01	TCGA-EW-A1OW-01	Primary Tumor	-1.432	1.63	0.1405	0.08895	0.7371	3.858	0.5594	-0.2224	1.838	-0.03136	-1.227	9.293	0.661	0.5704
TCGA-A8-A07O-01	TCGA-A8-A07O-01	Primary Tumor	-1.47	1.749	0.1567	0.2165	1.618	4.314	0.8271	0.4078	1.245	-1.415	-0.07965	9.46	0.3742	0.664
TCGA-A8-A06R-01	TCGA-A8-A06R-01	Primary Tumor	-1.486	-0.4989	0.6334	0.451	0.8684	7.703	0.577	-0.1235	2.074	-0.9288	0.309	9.84	-0.4665	-0.3472
TCGA-A8-A08L-01	TCGA-A8-A08L-01	Primary Tumor	-1.5	0.9829	0.3396	-0.5997	-2.522	0.2661	0.722	-0.4997	3.462	-0.3891	-1.735	10.38	0.4274	0.5309
TCGA-B6-A0I6-01	TCGA-B6-A0I6-01	Primary Tumor	-1.527	-4.001	0.07356	0.7322	1.034	2.105	0.4604	-0.2084	1.018	1.32	-1.626	10.16	0.9034	-0.01854
TCGA-AN-A0G0-01	TCGA-AN-A0G0-01	Primary Tumor	-1.564	1.638	-0.04584	1.309	2.494	0.8686	0.5471	-0.3541	2.025	-0.2482	-0.2588	9.553	0.5648	0.9382
TCGA-B6-A0I2-01	TCGA-B6-A0I2-01	Primary Tumor	-1.573	-0.1721	0.4629	1.033	-1.387	-1.364	-0.5582	-0.3049	0.8755	-0.4752	-1.873	7.076	-0.08058	-1.086
TCGA-AC-A2QJ-01	TCGA-AC-A2QJ-01	Primary Tumor	-1.6	-0.8547	-0.3803	0.7545	-1.721	2.465	-1.128	1.303	-2.74	-0.04936	-1.978	11.61	-1.248	-3.23
TCGA-A8-A08P-01	TCGA-A8-A08P-01	Primary Tumor	-1.661	1.226	0.02596	0.1967	0.4128	0.7714	0.4821	-0.7449	1.748	-0.9	0.1356	9.337	-0.5364	0.3177
TCGA-AN-A0AT-01	TCGA-AN-A0AT-01	Primary Tumor	-1.744	-2.559	0.4006	0.9219	0.3965	-0.4352	0.1099	-0.3577	1.535	-1.244	-0.357	9.872	0.5417	-3.741
TCGA-AN-A0AR-01	TCGA-AN-A0AR-01	Primary Tumor	-1.859	-0.3755	0.2928	1.017	0.6443	3.285	0.0564	-0.6252	0.8147	0.1747	-0.5657	9.576	0.7773	-0.3039
TCGA-A8-A06U-01	TCGA-A8-A06U-01	Primary Tumor	-1.879	0.8697	-0.03544	0.24	1.506	-0.05701	0.0385	-0.9681	2.674	-0.6215	-0.1861	9.629	-1.542	0.8792
TCGA-B6-A402-01	TCGA-B6-A402-01	Primary Tumor	-1.936	1.181	1.181	1.077	0.5224	1.461	-0.1156	-0.03462	1.361	-0.5144	0.003655	9.818	0.1578	-0.7182
TCGA-A2-A0D0-01	TCGA-A2-A0D0-01	Primary Tumor	-1.968	0.7831	0.1742	0.04485	-1.913	4.034	-0.4437	-0.1681	0.3808	0.06714	-0.6266	9.98	-0.9736	-0.09174
TCGA-A8-A094-01	TCGA-A8-A094-01	Primary Tumor	-1.977	0.06751	-0.6565	0.6612	0.00134	0.6881	0.1697	-0.8772	2.345	-1.102	0.4612	9.401	-1.419	-0.1635
TCGA-A8-A084-01	TCGA-A8-A084-01	Primary Tumor	-2.029	0.3519	-0.07364	0.1119	-3.029	5.768	1.26	0.02348	2.257	0.1518	0.3681	10.14	-0.8563	0.07206
TCGA-AO-A0J6-01	TCGA-AO-A0J6-01	Primary Tumor	-2.046	1.404	-0.481	0.5641	2.327	4.165	-3.319	-0.2943	2.083	-0.8614	-0.349	9.596	-0.09578	0.05266
TCGA-EW-A1OY-01	TCGA-EW-A1OY-01	Primary Tumor	-2.092	0.9652	0.2976	-0.1359	-0.5409	4.884	0.2436	0.4534	2.797	-0.6415	-1.113	9.705	0.1475	0.4786
TCGA-AN-A0FJ-01	TCGA-AN-A0FJ-01	Primary Tumor	-2.11	0.9563	-0.4181	-0.3121	-1.066	-3.254	0.7061	-0.42	2.5	0.03124	-0.9072	10.53	0.5755	-0.5808
TCGA-A8-A07B-01	TCGA-A8-A07B-01	Primary Tumor	-2.148	-0.2731	-0.01514	-0.7881	0.2129	0.4283	1.071	-0.2898	-3.476	-0.4135	-0.4125	9.776	-0.1735	1.249
TCGA-BH-A0EE-01	TCGA-BH-A0EE-01	Primary Tumor	-2.25	-0.01169	0.425	0.7959	0.6208	2.568	0.3197	-0.4416	1.484	-0.8953	-2.96	9.641	0.1484	-1.354
TCGA-A8-A07C-01	TCGA-A8-A07C-01	Primary Tumor	-2.363	-2.898	0.594	0.09925	0.8184	0.07449	0.7016	-1.49	0.3248	-0.6676	-1.22	8.611	0.3154	1.523
TCGA-AO-A1KS-01	TCGA-AO-A1KS-01	Primary Tumor	-2.368	1.709	0.6361	-0.01045	1.208	3.177	1.445	-1.833	1.478	-1.214	1.179	8.715	1.004	2.056
TCGA-A8-A06Z-01	TCGA-A8-A06Z-01	Primary Tumor	-2.394	1.469	-0.07954	-0.6017	1.781	-0.4825	0.0102	-0.4578	2.859	-0.3326	0.08815	9.787	-0.3607	0.6513
TCGA-A8-A08B-01	TCGA-A8-A08B-01	Primary Tumor	-2.513	0.3197	-0.4878	0.3148	-2.653	7.218	0.0235	-1.168	1.557	-1.076	0.1361	9.82	-0.6586	1.736
TCGA-AN-A0FL-01	TCGA-AN-A0FL-01	Primary Tumor	-2.605	-3.416	-0.3122	0.7861	-1.005	-1.53	-1.352	-0.6218	2.126	-0.5352	0.2713	9.163	-0.9539	-3.089
TCGA-AN-A0FE-01	TCGA-AN-A0FE-01	Primary Tumor														
TCGA-AN-A0FG-01	TCGA-AN-A0FG-01	Primary Tumor														
